1,1,55.37,55.5,122.07999999999998,66.6,1,1,1.0
1,2,0.0,10.9,20.6,35.47,1,1,1.0
1,3,86.4,0.0,241.82000000000002,68.8,1,1,1.0
1,4,306.7,0.0,415.50000000000006,124.8,1,1,1.0
2,1,30.7,52.3,126.13000000000001,65.4,1,1,1.0
2,2,0.0,14.0,15.0,32.37,1,1,1.0
2,3,86.4,0.0,241.82000000000002,68.77,1,1,1.0
2,4,304.22,0.0,415.5,124.8,1,1,1.0
3,1,15.0,49.6,122.0,65.53999999999999,1,1,1.0
3,2,0.0,16.07,7.2,30.299999999999997,1,1,1.0
3,3,86.4,0.0,241.82000000000002,68.75,1,1,1.0
3,4,304.22,0.0,415.5,123.56,1,1,1.0
4,1,1.75,42.9,119.55,68.12,1,1,1.0
4,3,86.4,0.0,241.82000000000002,68.72,1,1,1.0
4,4,302.98,0.0,415.5,123.56,1,1,1.0
5,1,0.0,43.9,98.06,64.5,1,1,1.0
5,3,86.4,0.0,241.82000000000002,68.69,1,1,1.0
5,4,301.74,0.0,415.5,123.56,1,1,1.0
6,1,0.0,42.5,80.7,63.8,1,1,1.0
6,3,86.4,0.0,241.82000000000002,68.66,1,1,1.0
6,4,300.5,0.0,415.5,123.56,1,1,1.0
7,1,0.0,39.0,64.03,60.68000000000001,1,1,1.0
7,3,86.4,0.0,241.82000000000002,68.64,1,1,1.0
7,4,299.26,0.0,415.5,123.56,1,1,1.0
8,1,0.0,36.77,46.7,60.029999999999994,1,1,1.0
8,3,86.4,0.0,241.82000000000002,68.61,1,1,1.0
8,4,298.02,0.0,415.5,123.56,1,1,1.0
9,1,0.0,35.74,30.9,58.779999999999994,1,1,1.0
9,3,86.4,0.0,241.82000000000002,68.58,1,1,1.0
9,4,298.02,0.0,415.5,123.45,1,1,1.0
10,1,0.0,33.68,17.3,58.779999999999994,1,1,1.0
10,5,909.3,175.2,50.700000000000045,105.0,1,1,1.0
10,3,86.4,0.0,241.82000000000002,68.55,1,1,1.0
10,4,298.02,0.0,415.5,123.34,1,1,1.0
11,5,857.7,164.73,102.29999999999995,114.4,1,1,1.0
11,3,86.4,0.0,241.82000000000002,68.53,1,1,1.0
11,4,298.02,0.0,415.5,123.23,1,1,1.0
12,5,816.5,152.5,143.5,124.5,1,1,1.0
12,3,86.4,0.0,241.82000000000002,68.5,1,1,1.0
12,4,298.02,0.0,415.5,123.12,1,1,1.0
13,5,773.24,147.64,186.76,127.18,1,1,1.0
13,3,86.4,0.0,241.82000000000002,68.47,1,1,1.0
13,4,298.02,0.0,415.5,123.01,1,1,1.0
14,5,723.6,140.1,236.39999999999998,139.00000000000003,1,1,1.0
14,6,0.0,168.1,22.6,70.56,1,1,1.0
14,3,86.4,0.0,241.82000000000002,68.44,1,1,1.0
14,4,298.02,0.0,415.5,122.9,1,1,1.0
15,5,684.2,131.0,275.79999999999995,141.7,1,1,1.0
