1,1,200.97,244.43,108.59,51.52999999999997,1,1,1.0
1,2,116.59,323.37,144.79999999999998,78.5,1,1,1.0
1,3,726.9,259.1,84.80000000000007,53.0,1,1,1.0
2,1,201.25,244.52,108.58999999999997,51.53,1,1,1.0
2,2,95.03,326.45,144.8,78.5,1,1,1.0
2,3,714.53,260.13,84.80000000000007,53.0,1,1,1.0
3,1,201.53,244.62,108.6,51.52999999999997,1,1,1.0
3,2,69.25,330.58,150.96,78.5,1,1,1.0
3,3,702.16,262.19,84.80000000000007,53.0,1,1,1.0
4,1,201.82,244.71,108.59000000000003,51.53,1,1,1.0
4,2,44.5,334.7,157.1,78.5,1,1,1.0
4,3,687.7,261.2,85.84999999999991,57.10000000000002,1,1,1.0
5,1,202.1,244.8,108.59,51.52999999999997,1,1,1.0
5,2,19.76,336.76,157.09,82.63999999999999,1,1,1.0
5,3,672.24,264.29,94.05999999999995,57.099999999999966,1,1,1.0
6,1,202.38,244.9,108.59000000000003,51.53,1,1,1.0
6,2,0.0,340.88,156.2,82.63999999999999,1,1,1.0
6,3,657.8,266.87,94.07000000000005,57.10000000000002,1,1,1.0
7,1,202.66,244.99,108.59,51.52999999999997,1,1,1.0
7,2,0.0,345.0,137.6,83.60000000000002,1,1,1.0
7,3,643.37,269.45,94.05999999999995,57.10000000000002,1,1,1.0
8,1,202.94,245.09,108.58999999999997,51.53,1,1,1.0
8,2,0.0,350.2,109.8,82.5,1,1,1.0
8,3,629.96,272.54,94.06999999999994,57.099999999999966,1,1,1.0
9,1,203.22,245.18,108.59,51.52999999999997,1,1,1.0
9,2,0.0,350.2,87.1,82.5,1,1,1.0
9,3,615.53,273.57,94.06000000000006,57.10000000000002,1,1,1.0
10,1,203.5,245.27,108.58999999999997,51.53,1,1,1.0
10,2,0.0,350.2,60.3,82.5,1,1,1.0
10,3,599.03,277.7,94.07000000000005,57.10000000000002,1,1,1.0
11,1,203.78,245.37,108.59,51.52999999999997,1,1,1.0
11,2,0.0,364.6,36.6,70.19999999999999,1,1,1.0
11,3,582.5,276.7,99.25999999999999,60.160000000000025,1,1,1.0
12,1,204.06,245.46,108.60000000000002,51.53,1,1,1.0
12,3,568.1,277.7,97.15999999999997,63.30000000000001,1,1,1.0
13,1,204.06,245.46,108.60000000000002,51.53,1,1,1.0
13,3,553.67,281.82,97.16000000000008,63.30000000000001,1,1,1.0
14,1,204.06,245.46,108.60000000000002,51.53,1,1,1.0
14,3,536.1,285.95,103.38,63.30000000000001,1,1,1.0
15,1,204.06,245.46,108.60000000000002,51.53,1,1,1.0
15,3,521.67,289.04,103.38,63.299999999999955,1,1,1.0
16,1,204.06,245.46,108.60000000000002,51.53,1,1,1.0
16,3,501.0,288.01,111.67999999999995,63.30000000000001,1,1,1.0
17,1,204.06,245.46,108.60000000000002,51.53,1,1,1.0
17,3,487.6,291.1,107.5,63.299999999999955,1,1,1.0
18,1,204.06,245.46,108.60000000000002,51.53,1,1,1.0
18,3,467.0,292.13,111.60000000000002,65.37,1,1,1.0
19,1,204.06,245.46,108.60000000000002,51.53,1,1,1.0
19,3,450.5,295.23,111.61000000000001,65.35999999999996,1,1,1.0
20,1,204.06,245.46,108.60000000000002,51.53,1,1,1.0
20,3,432.98,298.32,111.60000000000002,65.37,1,1,1.0
21,1,204.06,245.46,108.60000000000002,51.53,1,1,1.0
21,3,418.54,301.46,111.60999999999996,68.41000000000003,1,1,1.0
22,1,204.06,245.46,108.60000000000002,51.53,1,1,1.0
22,3,397.92,300.4,115.78000000000003,72.60000000000002,1,1,1.0
23,1,204.06,245.46,108.60000000000002,51.53,1,1,1.0
23,3,378.3,304.52,117.87,72.60000000000002,1,1,1.0
24,1,204.06,245.46,108.60000000000002,51.53,1,1,1.0
24,3,359.74,305.6,118.86000000000001,75.64999999999998,1,1,1.0
25,1,204.06,245.46,108.60000000000002,51.53,1,1,1.0
25,3,340.2,308.69,122.94,75.64999999999998,1,1,1.0
26,1,204.06,245.46,108.60000000000002,51.53,1,1,1.0
26,3,318.5,312.82,127.10000000000002,75.63999999999999,1,1,1.0
27,1,204.06,245.46,108.60000000000002,51.53,1,1,1.0
27,3,298.91,319.0,127.09999999999997,75.64999999999998,1,1,1.0
28,1,204.06,245.46,108.60000000000002,51.53,1,1,1.0
28,3,281.38,323.1,127.10000000000002,76.70999999999998,1,1,1.0
29,1,204.06,245.46,108.60000000000002,51.53,1,1,1.0
29,3,258.7,325.16,130.19,76.70999999999998,1,1,1.0
30,1,204.06,245.46,108.60000000000002,51.53,1,1,1.0
30,3,237.0,327.22,137.5,83.88,1,1,1.0
31,1,204.06,245.46,108.60000000000002,51.53,1,1,1.0
31,3,212.25,328.25,139.55,83.88,1,1,1.0
32,1,204.06,245.46,108.60000000000002,51.53,1,1,1.0
32,3,192.7,333.41,140.54000000000002,83.88,1,1,1.0
33,1,204.06,245.46,108.60000000000002,51.53,1,1,1.0
33,3,170.0,336.5,146.75,88.0,1,1,1.0
34,1,204.06,245.46,108.60000000000002,51.53,1,1,1.0
34,3,141.1,339.59,153.98999999999998,88.0,1,1,1.0
35,1,204.06,245.46,108.60000000000002,51.53,1,1,1.0
35,3,115.3,346.81,158.14,88.0,1,1,1.0
36,1,204.06,245.46,108.60000000000002,51.53,1,1,1.0
36,3,84.34,350.94,165.4,90.06,1,1,1.0
37,1,204.06,245.46,108.60000000000002,51.53,1,1,1.0
37,3,63.7,354.03,166.45999999999998,94.17000000000002,1,1,1.0
38,1,204.06,245.46,108.60000000000002,51.53,1,1,1.0
38,3,37.92,358.15,167.45,94.17000000000002,1,1,1.0
